MAP,SctO2
79.30009381077812,70.48946985937508
79.44604705922349,67.35860344864881
79.91543960731114,71.61921773115216
79.82032336161569,71.26505661701914
80.2192123295224,68.27758231141378
80.42929297573686,68.21172170707011
80.5211344495985,68.79366045980704
80.09605441429186,68.2828735123812
80.02534567553819,69.46560554410168
80.13281628534888,71.08185808207642
79.95456506337771,69.22120835594997
80.13450817848182,69.16694162039794
79.90607505247716,69.86003088773745
80.23898782907264,70.0714208137001
80.51261242187525,70.44820425165861
80.47404299686015,71.23337305839357
80.26494560866995,71.88575694881227
80.68132581358913,69.82092301109314
80.50850367400497,69.6892686285713
80.06449947362879,69.2417033790751
80.71766213322336,70.09811845798481
81.33663525951003,72.16095668705566
81.2351466673797,71.18384268225383
80.89796974954217,69.70520791518992
80.97328735700171,69.52310670068643
81.34928064805015,70.31309210130796
81.6409880953604,71.94977732625156
82.18348618179556,72.16379520202543
82.04818096609937,72.12918952479842
82.06634476633907,70.71695058906482
82.15113404347908,73.79011654529957
81.56927958932123,72.76015741843268
81.2651071380575,71.79060942161708
81.59160492862948,70.17787743553959
81.89009338154347,71.82850420938459
81.70455956582798,71.6258577682394
82.178207944765,69.64800961099013
81.49741928954853,71.92702402023792
80.95374853224659,70.57677780256643
80.46240878445458,71.54001954907325
80.24875071615081,70.24511655702241
79.9866947460839,73.7291235051281
79.99617041192752,73.21053598181119
79.75752421408598,71.0613098321316
80.28517280352956,70.56896131151281
79.59707250093278,69.94112172458831
79.21235373798858,72.87142515716727
79.3659125361599,69.44352525052446
78.73029586237051,73.5442389930952
79.33160104218581,70.4587982745131
78.86643393102023,70.80549213676109
78.65892803543366,69.91127244195341
78.29636649864389,67.87176589642084
77.98049010293657,71.11042472531234
78.04093823461095,70.85679045268628
78.26068938520226,72.59291731772892
77.93135381373189,69.04460222050031
78.44837056227895,73.20110283403636
78.43119663605533,69.873735029449
78.0900872877104,70.63380746581397
77.75388352315552,69.57599127890299
77.77956251128836,68.92348971085471
77.89282216966433,72.60526741592129
77.91582389456514,70.15252492037992
77.27910622368962,70.46948583473335
76.88212673979835,68.10663372537317
77.15005844494796,70.81037729091658
77.46594380998246,66.28680763798415
77.89656302226393,68.76734631025198
77.34141109981988,70.31464317539859
76.62546264072608,70.74133432924948
76.79603331172035,69.85556061496035
76.68662975997653,69.8749701430733
76.43482366172758,66.81658104784297
77.2738335805968,65.56406164710667
77.07454642912312,67.44258071166536
77.39674957674491,66.76786184807251
76.89439020512151,67.00533246521044
77.14959566236867,66.92091476256125
76.72951328080798,67.36075406748395
77.02941589396158,67.01654467272681
77.32655318784934,72.4089815614488
76.72080051019029,70.73070816051221
77.10676800731383,69.81282334616154
77.4403717268297,70.5756214833588
77.63209836274397,70.55362934345021
77.69514875742892,69.14059598730546
77.7256753000757,71.33013224488673
77.51323216585622,69.94022655546331
77.05362783495887,70.20830158228573
76.39374793822219,68.49314181610416
76.5672405589349,72.14689552452842
77.34285623500966,69.93601726198162
77.21322985006312,68.17690851172978
77.96781409573072,73.0233578528057
77.98708468461608,69.87014818617338
77.9746692818828,69.09770022262924
77.99433509893264,70.7868010194789
77.93834062147641,66.70806624302794
76.96179786085094,67.27225436725122
76.30316465761977,66.81025729994418
75.87520740940954,69.61568358080741
74.71459486759925,65.6138246224353
74.7624651940313,69.03553649152892
74.69724049301098,69.85226455285755
74.55185350816627,66.27703002073201
74.6402618501473,64.00642350580067
74.68416929618958,68.32151389076115
74.84594551674685,67.71396880469935
74.57902668488124,67.87818123673335
74.09587808310518,68.13447002500223
74.17178440987048,68.03328160280076
74.03979607038285,70.95697382527979
73.60358696691304,66.47920194021607
73.49779421569866,68.92574686711679
73.03033268432394,65.96018887109759
73.70811272517226,65.90811982826096
74.02541842421067,68.23027723723035
73.280575505512,67.06540709170662
73.26879543562484,66.16673687702836
72.6947750438681,67.20117876360288
73.55858341155735,68.11938072322502
73.04061406976666,64.6139588627143
72.64519217399453,64.68639663078298
72.5951576864592,66.77813882018016
72.06925840977179,67.19580026870665
72.49724394694083,67.48781791436002
72.53575525634858,66.04415297347974
72.93969876822213,65.5599920441365
73.28768736790057,68.35871095081309
72.73099726133192,69.51409422322517
72.29865100152581,66.37525062308319
72.8645525301891,68.32663974074505
73.29005639634909,66.50559637152126
72.84564746712095,65.72928861574773
72.82748279183433,68.44972180845045
72.26930756410677,66.3016333410211
72.36013754762597,67.42958925063247
72.70620860695796,68.10623241917239
72.9236242366377,68.69665498030416
72.40209165613996,69.91191833582064
72.19290654564843,67.02517396932424
72.5529484566482,67.98981980658155
72.42411787265135,65.36912380701747
73.30112367514256,69.01772308486359
73.20653470569818,69.01688505059056
73.00311259969999,66.46047070388558
73.35265940299124,66.91989284668406
73.47237847948857,71.33921573113267
73.37497509777761,68.38260127627073
74.33693046492544,67.81004754745238
74.30855723853111,68.03627458598649
74.53295602452692,66.41248348017733
74.67773453977719,67.67378234427626
74.58588842043439,69.42715403511563
74.1633638800679,69.06459784242013
74.8835247642775,69.11895933786286
74.62980150465523,69.3252806808602
75.10370839025333,68.72897596369815
75.04599053846918,65.8970229754691
75.07683546728929,68.64358373134677
74.89383298593857,67.12309059800862
75.2302761450989,68.53560145739647
74.6200632017195,68.8375925634916
75.43400833083147,68.51584114194073
74.88763092504992,66.72614178582455
74.97508577153364,67.57094643023527
75.38977484278183,68.46509840663738
74.61659716833225,70.40395737380169
74.62157116379265,65.06175902910579
74.7787828361096,68.22256746780215
74.14085520349548,67.38097262847567
74.26906003818351,65.8171035387357
74.03372534856705,69.73097627127336
74.02308206780944,69.34762449672826
74.85910844868356,66.67132620084709
75.10407086843655,65.778992982514
75.13209769908394,67.71807229848677
75.00022252526935,68.19394259329269
74.49195858689293,68.4620683325416
74.32389168330604,68.27779921143254
74.2760395167211,66.95620223629265
74.48382923806582,65.29070788700673
74.08403723812972,68.22312190262512
74.6186510095631,65.94638994422242
74.56374116853853,68.30413350913688
74.3194789469996,68.1989160062833
74.12168174378175,67.7790875493579
74.45624811531671,68.63891421436719
74.66871695802219,67.01168356156099
75.41620045626667,66.7982931347377
75.65480531782741,69.38016023993566
76.15522465710879,70.96833492679693
77.01604245670251,69.83925136402367
76.85912892089561,69.93789278244871
77.14506438242555,69.4581968382688
77.1000148219152,68.9649289652157
77.53203531310997,66.49650924409062
77.3150231882942,67.71602937124679
77.96958247031125,69.73709457546853
78.23219811701604,69.5628225738753
77.88894553528971,71.19219934746633
78.14705712027148,70.0203384698527
77.99226949921153,69.00386767070442
78.05381831441036,70.36894308966171
78.59771422651757,69.421903653827
79.17061906928598,69.768571033499
78.49148861745365,70.7228161243265
78.6252876548004,68.49915511310567
78.5074589622328,71.02008008342217
78.73682764301269,70.48807834920838
78.60440707396671,69.28460955411043
78.8132330771939,69.12777240413321
78.25829936025218,68.23799428664952
78.44115437722833,68.7890002930248
78.12872673921031,68.09555980954165
78.31858269311893,74.53099060392451
78.2743258891408,69.82328527804465
78.79055652738985,70.27134346053543
79.47321407589166,70.94993571305382
79.22229509710598,69.88452513489615
80.62352302598147,73.36783660333225
80.78825576761182,69.47650011768735
80.92651389976727,71.78977473679903
80.8086701332569,70.30883159562396
80.24611852840141,70.5237208198934
80.00631939361828,70.1976897575251
79.9736963176281,68.83481415837377
80.36644463056437,71.30671956657454
79.98272671388602,70.37798365262292
79.55647590562093,68.66877019444462
79.47366606124872,71.13564987198463
79.24979056068197,68.78354013060653
78.87198154238493,72.18475103973181
78.92450462446348,71.22570618096115
78.70039568960904,71.81626679330698
79.16875954529685,72.48185034790052
79.55540703333934,71.93999380226208
78.66166347640589,70.27399783241842
78.54080948644236,69.39431809970046
78.49424416339279,70.21586952438025
79.00018036364578,67.50806119221996
78.76623938085298,72.09854166867113
78.67426003421646,66.73312123258395
79.15172577188775,70.07149700019447
79.6318350806069,70.56004192802945
79.92645633729897,70.60079992449332
79.42519503980368,72.09629627437718
80.04895135515378,70.59177466281614
79.98870672614514,67.42851119394663
79.85031596818341,68.12333416669443
80.0472420596633,67.71973377533199
80.6412386815014,71.61631400925341
80.74672574830718,72.90382522666636
80.74004221004064,70.36070833922835
81.08109821973834,67.55452112385004
82.00760977141314,71.48399625768033
81.63392624349498,71.03403189327682
81.68270738114596,73.01379395627062
82.70231463061582,70.66351674617924
82.86251662882584,74.74898792085439
82.10657072438364,70.2130167208204
82.61934534194133,71.27170564875952
82.44036618930586,70.38272134829985
81.9324162399009,73.13585337665964
82.18935993695014,70.67135981366113
82.07147038999402,72.78860732780126
81.91265479709425,70.32378801490714
81.70091928291713,72.06054454947729
82.03417457685971,71.62655409836543
82.04661679043842,68.17317944434996
82.65596067474134,69.32679749821004
82.80311403660065,72.42854645530785
82.60946049084592,72.92078796953471
83.02598735550283,72.3314958944624
83.4630750601282,73.04522245345221
82.60528895517322,72.32895871921609
82.90866383225082,70.57242101343792
82.79279391996077,69.69120916922992
82.98376643165336,70.68812048208994
83.16884594965177,71.31545219618596
84.24942672803769,71.82288528055102
85.0486644208024,72.8144861738109
85.33525899243755,71.82531200824772
85.08560193214711,75.09094016506732
84.74773280114391,71.61227325783976
84.66619033518809,72.20627531669896
84.85865945956414,74.39228631073148
84.74066209947334,73.7054431958724
84.38756730687815,71.43250590995
85.00241485975137,72.41875162396084
84.55341280234748,68.66034928693166
84.84697441257836,71.24042577162929
84.3561013360629,69.91214488390747
84.4180329084581,70.22841469225175
84.05884039568146,74.66767299462275
84.09880566131162,72.66545630662452
83.70828647666876,71.51275398744582
82.95056745148915,70.68791527132622
83.02204605697298,74.54133845340661
82.80085934736509,71.49793318934219
82.7791475726137,72.19876992826433
84.04798062739626,74.46638001837894
85.3748207835769,73.54352841686605
86.00272019573883,71.85397981588211
86.39131586597996,71.82938992433242
87.11064540531615,74.36068899981014
86.95413761640934,72.67307099552613
87.13239606271931,75.66805274444442
86.67915863581432,73.45100787551615
86.8901174922108,74.28361797655448
86.90388390714408,75.68411028731012
87.03651312324773,73.14957234866621
87.54888198631906,72.63683204075399
88.19353920270717,75.94154866321766
88.04107958617375,72.42977986096518
88.06403242921574,75.13214037289964
88.65656711063107,73.54537145227928
88.58391781585908,72.85172427879493
88.9561724661661,75.22374848353448
89.28030153358236,75.11006675169013
89.28322715639277,74.98913751432046
88.72087298922182,75.09160254926502
88.78654167800121,75.11728767788892
89.23521873380967,74.25380464766423
89.01707677259219,72.54548290230052
88.53131944105773,76.68735777983085
88.60208380280294,71.1424523667575
88.71339958655912,74.44138289227514
88.63107694361712,72.81406340084612
88.39176448155874,74.11872071849284
88.12997688229979,74.54944907646914
87.73178102623689,73.48064370297521
87.86666754365689,73.0969288242599
87.29917586141934,75.77508176769642
86.59227749740377,73.50686396684634
86.63701221961766,73.38651515675487
87.4711044516166,72.55370915516424
88.53659090106335,74.60844301058896
87.7190967770537,75.08829682859609
87.91078682822918,71.57348989164501
88.10288844708995,70.007434629644
88.46228400749887,74.70341298276416
88.93590113637697,76.81558369512975
88.81763340113278,76.26887007726155
88.68712711035823,75.74377587733211
88.66222211516745,74.82939196001729
88.82556803000618,73.91963208427157
88.01322072506967,73.0593979937001
87.7619541935422,74.65948328797738
87.2724694041256,73.25901086708514
87.24228192849526,69.7758318191429
87.35317023937318,71.70141243939727
87.18450279790574,74.63988752747242
